pais,cod_zona,cod_ruta,desc_marca,objetivo_clientes
GT,11001,11003,D GUSSTO,41
GT,11001,11004,BIG,210
GT,11001,11004,CIELO,235
GT,11001,11004,CIFRUT,198
GT,11001,11004,PULP,111
GT,11001,11004,SPORADE,222
GT,11001,11004,VOLT,148
GT,11001,11004,KR,74
GT,11001,11004,BIO ALOE,49
GT,11001,11004,D GUSSTO,62
GT,11001,11005,BIG,157
GT,11001,11005,CIELO,176
GT,11001,11005,CIFRUT,148
GT,11001,11005,PULP,83
GT,11001,11005,SPORADE,167
GT,11001,11005,VOLT,111
GT,11001,11005,KR,56
GT,11001,11005,BIO ALOE,37
GT,11001,11005,D GUSSTO,46
GT,11001,11006,BIG,204
GT,11001,11006,CIELO,228
GT,11001,11006,CIFRUT,192
GT,11001,11006,PULP,108
GT,11001,11006,SPORADE,216
GT,11001,11006,VOLT,144
GT,11001,11006,KR,72
GT,11001,11006,BIO ALOE,48
GT,11001,11006,D GUSSTO,60
GT,11001,11007,BIG,195
GT,11001,11007,CIELO,218
GT,11001,11007,CIFRUT,183
GT,11001,11007,PULP,103
GT,11001,11007,SPORADE,206
GT,11001,11007,VOLT,137
GT,11001,11007,KR,69
GT,11001,11007,BIO ALOE,46
GT,11001,11007,D GUSSTO,57
GT,11002,11008,BIG,147
GT,11002,11008,CIELO,164
GT,11002,11008,CIFRUT,138
GT,11002,11008,PULP,78
GT,11002,11008,SPORADE,156
GT,11002,11008,VOLT,104
GT,11002,11008,KR,52
GT,11002,11008,BIO ALOE,35
GT,11002,11008,D GUSSTO,40
GT,11002,11009,BIG,198
GT,11002,11009,CIELO,221
GT,11002,11009,CIFRUT,186
GT,11002,11009,PULP,105
GT,11002,11009,SPORADE,210
GT,11002,11009,VOLT,140
GT,11002,11009,KR,70
GT,11002,11009,BIO ALOE,47
GT,11002,11009,D GUSSTO,50
GT,11002,11010,BIG,113
GT,11002,11010,CIELO,126
GT,11002,11010,CIFRUT,106
GT,11002,11010,PULP,60
GT,11002,11010,SPORADE,120
GT,11002,11010,VOLT,80
GT,11002,11010,KR,40
GT,11002,11010,BIO ALOE,27
GT,11002,11010,D GUSSTO,37
GT,11002,11011,BIG,134
GT,11002,11011,CIELO,150
GT,11002,11011,CIFRUT,126
GT,11002,11011,PULP,71
GT,11002,11011,SPORADE,142
GT,11002,11011,VOLT,95
GT,11002,11011,KR,47
GT,11002,11011,BIO ALOE,32
GT,11002,11011,D GUSSTO,35
GT,11002,11012,BIG,146
GT,11002,11012,CIELO,163
GT,11002,11012,CIFRUT,138
GT,11002,11012,PULP,77
GT,11002,11012,SPORADE,155
GT,11002,11012,VOLT,103
GT,11002,11012,KR,52
GT,11002,11012,BIO ALOE,34
GT,11002,11012,D GUSSTO,41
GT,11002,11013,BIG,137
GT,11002,11013,CIELO,153
GT,11002,11013,CIFRUT,129
GT,11002,11013,PULP,72
GT,11002,11013,SPORADE,145
GT,11002,11013,VOLT,97
GT,11002,11013,KR,48
GT,11002,11013,BIO ALOE,32
GT,11002,11013,D GUSSTO,41
GT,11002,11014,BIG,137
GT,11002,11014,CIELO,153
GT,11002,11014,CIFRUT,129
GT,11002,11014,PULP,72
GT,11002,11014,SPORADE,145
GT,11002,11014,VOLT,97
GT,11002,11014,KR,48
GT,11002,11014,BIO ALOE,32
GT,11002,11014,D GUSSTO,40
GT,11003,11015,BIG,176
GT,11003,11015,CIELO,197
GT,11003,11015,CIFRUT,166
GT,11003,11015,PULP,93
GT,11003,11015,SPORADE,186
GT,11003,11015,VOLT,124
GT,11003,11015,KR,62
GT,11003,11015,BIO ALOE,41
GT,11003,11015,D GUSSTO,52
GT,11003,11016,BIG,137
GT,11003,11016,CIELO,153
GT,11003,11016,CIFRUT,129
GT,11003,11016,PULP,72
GT,11003,11016,SPORADE,145
GT,11003,11016,VOLT,97
GT,11003,11016,KR,48
GT,11003,11016,BIO ALOE,32
GT,11003,11016,D GUSSTO,40
GT,11003,11017,BIG,104
GT,11003,11017,CIELO,116
GT,11003,11017,CIFRUT,98
GT,11003,11017,PULP,55
GT,11003,11017,SPORADE,110
GT,11003,11017,VOLT,73
GT,11003,11017,KR,37
GT,11003,11017,BIO ALOE,24
GT,11003,11017,D GUSSTO,31
GT,11003,11018,BIG,189
GT,11003,11018,CIELO,211
GT,11003,11018,CIFRUT,178
GT,11003,11018,PULP,100
GT,11003,11018,SPORADE,200
GT,11003,11018,VOLT,133
GT,11003,11018,KR,67
GT,11003,11018,BIO ALOE,44
GT,11003,11018,D GUSSTO,56
GT,11003,11019,BIG,140
GT,11003,11019,CIELO,157
GT,11003,11019,CIFRUT,132
GT,11003,11019,PULP,74
GT,11003,11019,SPORADE,149
GT,11003,11019,VOLT,99
GT,11003,11019,KR,50
GT,11003,11019,BIO ALOE,33
GT,11003,11019,D GUSSTO,41
GT,11003,11020,BIG,162
GT,11003,11020,CIELO,181
GT,11003,11020,CIFRUT,153
GT,11003,11020,PULP,86
GT,11003,11020,SPORADE,172
GT,11003,11020,VOLT,115
GT,11003,11020,KR,57
GT,11003,11020,BIO ALOE,38
GT,11003,11020,D GUSSTO,48
GT,11003,11021,BIG,151
GT,11003,11021,CIELO,169
GT,11003,11021,CIFRUT,142
GT,11003,11021,PULP,80
GT,11003,11021,SPORADE,160
GT,11003,11021,VOLT,107
GT,11003,11021,KR,53
GT,11003,11021,BIO ALOE,36
GT,11003,11021,D GUSSTO,45
GT,11003,11029,BIG,215
GT,11003,11029,CIELO,240
GT,11003,11029,CIFRUT,202
GT,11003,11029,PULP,114
GT,11003,11029,SPORADE,228
GT,11003,11029,VOLT,152
GT,11003,11029,KR,76
GT,11003,11029,BIO ALOE,51
GT,11003,11029,D GUSSTO,63
GT,11003,11030,BIG,242
GT,11003,11030,CIELO,271
GT,11003,11030,CIFRUT,228
GT,11003,11030,PULP,128
GT,11003,11030,SPORADE,257
GT,11003,11030,VOLT,171
GT,11003,11030,KR,86
GT,11003,11030,BIO ALOE,57
GT,11003,11030,D GUSSTO,71
GT,11003,11031,BIG,224
GT,11003,11031,CIELO,251
GT,11003,11031,CIFRUT,211
GT,11003,11031,PULP,119
GT,11003,11031,SPORADE,238
GT,11003,11031,VOLT,158
GT,11003,11031,KR,79
GT,11003,11031,BIO ALOE,53
GT,11003,11031,D GUSSTO,66
GT,11003,11032,BIG,231
GT,11003,11032,CIELO,258
GT,11003,11032,CIFRUT,218
GT,11003,11032,PULP,122
GT,11003,11032,SPORADE,245
GT,11003,11032,VOLT,163
GT,11003,11032,KR,82
GT,11003,11032,BIO ALOE,54
GT,11003,11032,D GUSSTO,68
GT,11004,11022,BIG,248
GT,11004,11022,CIELO,277
GT,11004,11022,CIFRUT,234
GT,11004,11022,PULP,131
GT,11004,11022,SPORADE,263
GT,11004,11022,VOLT,175
GT,11004,11022,KR,88
GT,11004,11022,BIO ALOE,58
GT,11004,11022,D GUSSTO,73
GT,11004,11023,BIG,128
GT,11004,11023,CIELO,143
GT,11004,11023,CIFRUT,121
GT,11004,11023,PULP,68
GT,11004,11023,SPORADE,136
GT,11004,11023,VOLT,91
GT,11004,11023,KR,45
GT,11004,11023,BIO ALOE,30
GT,11004,11023,D GUSSTO,38
GT,11004,11024,BIG,128
GT,11004,11024,CIELO,143
GT,11004,11024,CIFRUT,121
GT,11004,11024,PULP,68
GT,11004,11024,SPORADE,136
GT,11004,11024,VOLT,91
GT,11004,11024,KR,45
GT,11004,11024,BIO ALOE,30
GT,11004,11024,D GUSSTO,38
GT,11004,11025,BIG,158
GT,11004,11025,CIELO,177
GT,11004,11025,CIFRUT,149
GT,11004,11025,PULP,84
GT,11004,11025,SPORADE,167
GT,11004,11025,VOLT,112
GT,11004,11025,KR,56
GT,11004,11025,BIO ALOE,37
GT,11004,11025,D GUSSTO,47
GT,11004,11026,BIG,154
GT,11004,11026,CIELO,172
GT,11004,11026,CIFRUT,145
GT,11004,11026,PULP,81
GT,11004,11026,SPORADE,163
GT,11004,11026,VOLT,109
GT,11004,11026,KR,54
GT,11004,11026,BIO ALOE,36
GT,11004,11026,D GUSSTO,45
GT,11004,11027,BIG,211
GT,11004,11027,CIELO,236
GT,11004,11027,CIFRUT,198
GT,11004,11027,PULP,112
GT,11004,11027,SPORADE,223
GT,11004,11027,VOLT,149
GT,11004,11027,KR,74
GT,11004,11027,BIO ALOE,50
GT,11004,11027,D GUSSTO,62
GT,11004,11028,BIG,143
GT,11004,11028,CIELO,160
GT,11004,11028,CIFRUT,134
GT,11004,11028,PULP,76
GT,11004,11028,SPORADE,151
GT,11004,11028,VOLT,101
GT,11004,11028,KR,50
GT,11004,11028,BIO ALOE,34
GT,11004,11028,D GUSSTO,42
GT,14001,14001,BIG,135
GT,14001,14001,CIELO,162
GT,14001,14001,CIFRUT,126
GT,14001,14001,PULP,81
GT,14001,14001,SPORADE,162
GT,14001,14001,VOLT,135
GT,14001,14001,KR,54
GT,14001,14001,BIO ALOE,36
GT,14001,14001,D GUSSTO,45
GT,14001,14002,BIG,134
GT,14001,14002,CIELO,161
GT,14001,14002,CIFRUT,125
GT,14001,14002,PULP,81
GT,14001,14002,SPORADE,161
GT,14001,14002,VOLT,134
GT,14001,14002,KR,54
GT,14001,14002,BIO ALOE,36
GT,14001,14002,D GUSSTO,45
GT,14001,14003,BIG,172
GT,14001,14003,CIELO,206
GT,14001,14003,CIFRUT,160
GT,14001,14003,PULP,103
GT,14001,14003,SPORADE,206
GT,14001,14003,VOLT,172
GT,14001,14003,KR,69
GT,14001,14003,BIO ALOE,46
GT,14001,14003,D GUSSTO,57
GT,14001,14004,BIG,127
GT,14001,14004,CIELO,152
GT,14001,14004,CIFRUT,118
GT,14001,14004,PULP,76
GT,14001,14004,SPORADE,152
GT,14001,14004,VOLT,127
GT,14001,14004,KR,51
GT,14001,14004,BIO ALOE,34
GT,14001,14004,D GUSSTO,42
GT,14001,14005,BIG,151
GT,14001,14005,CIELO,181
GT,14001,14005,CIFRUT,141
GT,14001,14005,PULP,90
GT,14001,14005,SPORADE,181
GT,14001,14005,VOLT,151
GT,14001,14005,KR,60
GT,14001,14005,BIO ALOE,40
GT,14001,14005,D GUSSTO,50
GT,14001,14006,BIG,164
GT,14001,14006,CIELO,196
GT,14001,14006,CIFRUT,153
GT,14001,14006,PULP,98
GT,14001,14006,SPORADE,196
GT,14001,14006,VOLT,164
GT,14001,14006,KR,65
GT,14001,14006,BIO ALOE,44
GT,14001,14006,D GUSSTO,55
GT,14001,14007,BIG,192
GT,14001,14007,CIELO,230
GT,14001,14007,CIFRUT,179
GT,14001,14007,PULP,115
GT,14001,14007,SPORADE,230
GT,14001,14007,VOLT,192
GT,14001,14007,KR,77
GT,14001,14007,BIO ALOE,51
GT,14001,14007,D GUSSTO,64
GT,14002,14008,BIG,143
GT,14002,14008,CIELO,172
GT,14002,14008,CIFRUT,134
GT,14002,14008,PULP,86
GT,14002,14008,SPORADE,172
GT,14002,14008,VOLT,143
GT,14002,14008,KR,57
GT,14002,14008,BIO ALOE,38
GT,14002,14008,D GUSSTO,48
GT,14002,14009,BIG,129
GT,14002,14009,CIELO,155
GT,14002,14009,CIFRUT,120
GT,14002,14009,PULP,77
GT,14002,14009,SPORADE,155
GT,14002,14009,VOLT,129
GT,14002,14009,KR,52
GT,14002,14009,BIO ALOE,34
GT,14002,14009,D GUSSTO,43
GT,14002,14010,BIG,133
GT,14002,14010,CIELO,159
GT,14002,14010,CIFRUT,124
GT,14002,14010,PULP,80
GT,14002,14010,SPORADE,159
GT,14002,14010,VOLT,133
GT,14002,14010,KR,53
GT,14002,14010,BIO ALOE,35
GT,14002,14010,D GUSSTO,44
GT,14002,14011,BIG,128
GT,14002,14011,CIELO,154
GT,14002,14011,CIFRUT,120
GT,14002,14011,PULP,77
GT,14002,14011,SPORADE,154
GT,14002,14011,VOLT,128
GT,14002,14011,KR,51
GT,14002,14011,BIO ALOE,34
GT,14002,14011,D GUSSTO,43
GT,14002,14012,BIG,113
GT,14002,14012,CIELO,136
GT,14002,14012,CIFRUT,106
GT,14002,14012,PULP,68
GT,14002,14012,SPORADE,136
GT,14002,14012,VOLT,113
GT,14002,14012,KR,45
GT,14002,14012,BIO ALOE,30
GT,14002,14012,D GUSSTO,38
GT,14002,14013,BIG,202
GT,14002,14013,CIELO,242
GT,14002,14013,CIFRUT,188
GT,14002,14013,PULP,121
GT,14002,14013,SPORADE,242
GT,14002,14013,VOLT,202
GT,14002,14013,KR,81
GT,14002,14013,BIO ALOE,54
GT,14002,14013,D GUSSTO,67
GT,14002,14014,BIG,146
GT,14002,14014,CIELO,176
GT,14002,14014,CIFRUT,137
GT,14002,14014,PULP,88
GT,14002,14014,SPORADE,176
GT,14002,14014,VOLT,146
GT,14002,14014,KR,59
GT,14002,14014,BIO ALOE,39
GT,14002,14014,D GUSSTO,49
GT,14002,14015,BIG,159
GT,14002,14015,CIELO,191
GT,14002,14015,CIFRUT,148
GT,14002,14015,PULP,95
GT,14002,14015,SPORADE,191
GT,14002,14015,VOLT,159
GT,14002,14015,KR,64
GT,14002,14015,BIO ALOE,42
GT,14002,14015,D GUSSTO,53
